"RucProveedor","CodProducto","Producto","UnidaMedidaCompra","CostoCaja"
"20100055237","8406155",DET. OPAL BLANCOS 4.0KG 4BOL,NUMERO DE PAQUETES,127.460000
"20100055237","8406212",DETER. OPAL ULTRA 320GR.30BOL,NUMERO DE PAQUETES,111.777600
"20100055237","8326150",CR.DENTO T.ACC.ICE 75ML 6UND 12PCK,CAJA,216.978000
"20100055237","8406204",DET. OPAL ANTIPERCUDIDO 4.0KG 4BOL,NUMERO DE PAQUETES,157.415000
"20100055237","8400690",DET. BOLIVAR CUIDADO TOTAL 4.0KG.4BOL CP,NUMERO DE PAQUETES,143.404400
"20100055237","8400633",DET.BOLIVAR CUIDADO SUAVIDAD 2.4KG.6BOL,NUMERO DE PAQUETES,134.104000
"20100055237","8404716",DET. MARSELLA LAVANDA ROSAS 4KG 4BOL,NUMERO DE PAQUETES,110.105263
"20100055237","8414016",DETER.PATITO FLORAL 5.5KG.2BOL PE,NUMERO DE PAQUETES,57.530000
"20100055237","8406189",DET. OPAL ADVANCE 750GR.15BOL,NUMERO DE PAQUETES,109.902000
"20100055237","8408037",DET. TROME ENCANTO FLORAL 130GR 60BOL,NUMERO DE PAQUETES,26.833200
"20100055237","8326170",CR.DENTO ANTICARIES 80GR 6UND 12PCK,CAJA,149.470000
"20100055237","8406218",DETER. OPAL ULTRA 430GR.24BOL CP,NUMERO DE PAQUETES,97.592000
"20100055237","8400691",DET. BOLIVAR BEBES NIÑOS 1.5KG.8BOL CP,NUMERO DE PAQUETES,111.600000
"20100055237","8404085",DETER.MARSELLA PETALOS RELAJ 330GR.30BOL,NUMERO DE PAQUETES,103.631000
"20100055237","8404730",DET. MARSE. LAVANDA ROSAS 140GR 60BOL CP,NUMERO DE PAQUETES,69.347593
"20100055237","5802218",CAFÉ CAFETAL INST POL 11GR 16UND 12TIR,BOLSA,149.324000
"20100055237","8406194",DET.OPAL ULTRA FLORAL 750GR.15BOL,NUMERO DE PAQUETES,107.641905
"20100055237","8410026",DET.SAPOLIO AMD BEBE C/ASA 6KG.2UND,NUMERO DE PAQUETES,83.730000
"20100055237","8400536",DET.BOLIVAR AROM SUAVIDAD 750GR.15BOL,NUMERO DE PAQUETES,119.281000
"20100055237","8408032",DET. TROME FLORAL 130GR.60BOL,NUMERO DE PAQUETES,39.844067
"20100055237","8404724",DETERGENTE MARSELLA PROFESIONAL 13.5KG,UNIDAD (PIEZA),69.158571
"20100055237","8404727",DET.MARSELLA LAVANDA ROSA 730GR 15BOL CP,NUMERO DE PAQUETES,77.615000
"20100055237","8406103",DETER. OPAL ULTRA 1.5KG 8BOL,NUMERO DE PAQUETES,108.041000
"20100055237","6400027",PILA PANASONIC AAA 1DSP 40PIL,CAJA,259.649333
"20100055237","8406208",DET. OPAL ULTRA FLORAL 730GR.15BOL,NUMERO DE PAQUETES,107.641571
"20100055237","8412045",DETER.PATITO BICARB.FLORAL 5.5KG.2BOL PE,NUMERO DE PAQUETES,47.306000
"20100055237","8400548",DET MARSELLA PETALOS RELAJ 750GR.15BOL,NUMERO DE PAQUETES,99.588571
"20100055237","8410217",DET. TROME ENCANTO FLORAL 500GR.24BOL,NUMERO DE PAQUETES,49.998600
"20100055237","8404728",DET. MARSE. LAVANDA ROSAS 320GR 30BOL CP,NUMERO DE PAQUETES,81.748000
"20100055237","8406150",DET.OPAL ANTIBAC  4.0KG.4BOL,NUMERO DE PAQUETES,127.466000
"20100055237","8406190",DET. OPAL ADVANCE 2.4KG.6BOL,NUMERO DE PAQUETES,144.414000
"20100055237","8600119",JABON BOLIVAR ANTIBACTERIAL 190GR.48BRR,CAJA,110.396000
"20100055237","8406210",DETER. OPAL ULTRA 430GR.24BOL,NUMERO DE PAQUETES,110.958125
"20100055237","8414009",DET.PAT.LIMON 1600GR.6UND PE,NUMERO DE PAQUETES,51.863333
"20100055237","8400561",DET. BOLIVAR ACTIVE CARE 140GR60BOL,NUMERO DE PAQUETES,130.867500
"20100055237","8412042",DETER.PATITO BICAR. LIMON 4KG.4BOL PE,NUMERO DE PAQUETES,69.825000
"20100055237","8404729",DET.MARSELLA LAVANDA ROSA 430GR 24BOL CP,NUMERO DE PAQUETES,79.794000
"20100055237","8406151",DET. OPAL ANTIBAC  730GR.15BO,NUMERO DE PAQUETES,91.507000
"20100055237","8406219",DETER. OPAL ULTRA  320GR.30BOL CP,NUMERO DE PAQUETES,97.017000
"20100055237","8600121",JABON BOLIVAR BK CLAS. 190GR.48BRR,CAJA,112.196000
"20100055237","8406216",DET. OPAL  ULTRA  2.4KG.6BOL CP,NUMERO DE PAQUETES,119.752143
"20100055237","8414035",DETER. SAPOLIO LIMON 730GR 15BOL,NUMERO DE PAQUETES,65.305000
"20100055237","8400635",DET. BOLIVAR CUIDADO MICELAR 2.4KG.6BOL,NUMERO DE PAQUETES,132.092000
"20100055237","8412047",DET.PATITO BICARB. LIMON 1600GR.6UND PE,NUMERO DE PAQUETES,41.916833
"20100055237","8406143",DET. OPAL FLORAL 4.0KG.4BOL,NUMERO DE PAQUETES,127.558966
"20100055237","8406187",DET. OPAL ULTRA FLORAL 140GR.60BOL,NUMERO DE PAQUETES,98.165000
"20100055237","8410136",DETER. SAPOLIO BEBE 750GR 15BOL,NUMERO DE PAQUETES,91.702000
"20100055237","8606035",JABON TROME LIMON 190G 40BRR,CAJA,49.427200
"20100055237","8408044",DET. TROME ENCANTO FLORAL 4Kg.4BOL,NUMERO DE PAQUETES,59.345500
"20100055237","5101845",GELATINA UMSHA LIMÓN 120G 12UND 1PQT,NUMERO DE PAQUETES,28.818500
"20100055237","8400689",DET. BOL. CUIDADO TOTAL 320GR.30BOL CP,NUMERO DE PAQUETES,121.921000
"20100055237","8414014",DETER.PATITO FLORAL 4KG.4BOL PE,NUMERO DE PAQUETES,85.350000
"20100055237","8406152",DET. OPAL ANTIBAC 430GR.24BO,NUMERO DE PAQUETES,97.500000
"20100055237","8412020",DET.PATITO LIMON 140GR.60UND.XPQT,NUMERO DE PAQUETES,48.736351
"20100055237","8600115",JABON BOLIVAR FLORAL 190GR.48BRR,CAJA,112.196357
"20100055237","8607500",JABON PATITO FLORAL 190G 40BRR,CAJA,45.914296
"20100055237","8412021",DET.PATITO FLORAL 140GR.60UND x PQT,NUMERO DE PAQUETES,48.737500
"20100055237","8600137",JABON BOLIVAR CUIDADO BEBES 190GR.48BRR,CAJA,115.505000
"20100055237","8404089",DET. MARSELLA PETALOS RELAJ 140GR.60BOL,NUMERO DE PAQUETES,99.230000
"20100055237","8414015",DETER.PATITO LIMON 5.5KG.2BOL PE,NUMERO DE PAQUETES,57.523000
"20100055237","8406197",DET. OPAL ANTIPERCUDIDO 2.4KG.6BOL,NUMERO DE PAQUETES,145.580000
"20100055237","4400127",CARAM. SAYON GAJO LIMON 110UND 16BOL385G,CAJA,62.810200
"20100055237","8600117",JABON BOLIVAR LIMON 190GR.48BRR,CAJA,108.499565
"20100055237","9350352",SUA.BOL.ARO.ACTIV 80ML 6SCH.24TIR,CAJA,100.233000
"20100055237","8412039",DET.PATITO BICARB. LIMON 140GR.60UNDXPQT,NUMERO DE PAQUETES,49.056000
"20100055237","8606037",JABON JUMBO FLORAL 190GR 40BRR,CAJA,61.460167
"20100055237","8404095",DET.MARSELLA BRISAS NORTE 140GR.60BOL,NUMERO DE PAQUETES,70.559333
"20100055237","8414037",DETER. SAPOLIO FLORAL 730GR 15BOL,NUMERO DE PAQUETES,65.305455
"20100055237","8406209",DET. OPAL ANTIBACTERIAL PLUS 730GR.15BOL,NUMERO DE PAQUETES,108.208333
"20100055237","4400128",CARAM. SAY SUAK FRESA 1CJA 20BOL 400G,CAJA,89.965750
"20100055237","8600133",JABON BOLIVAR FLORAL PR 190GR.48BRR,CAJA,114.360200
"20100055237","9350417",SUAVI. BOL PLUS. LAV 80ML 6SCH 24TIR NV,CAJA,100.325455
"20100055237","8412043",DETER.PATITO BICARB. FLORAL 4KG.4BOL PE,NUMERO DE PAQUETES,69.824444
"20100055237","9350355",SUA.BOL.ARO.ACTIV 2.8L.6FCO,CAJA,115.388000
"20100055237","8404704",DET. MARSELLA DESTINOS SELVA 140GR.60BOL,NUMERO DE PAQUETES,69.348000
"20100055237","3101032",ACEIT. PRIMOR 900ML 12BOT,CAJA,88.174143
"20100055237","8408033",DET. TROME BEBE 130GR.60BOL,NUMERO DE PAQUETES,39.844080
"20100055237","9350353",SUA.BOL.ARO.ACTIV 800ML.12FCO,CAJA,72.906000
"20100055237","8603027",JABON MARSELLA FLORAL 190GR.40BRR,CAJA,72.447143
"20100055237","9350422",SUAVIBOLIV BEBESYNINOS80ML 6SCH 24TIR NV,CAJA,99.982000
"20100055237","8414036",DETER. SAPOLIO BEBE 730GR 15BOL,NUMERO DE PAQUETES,65.306000
"20100055237","9350399",SUA.BOL.ARO.ACTIV REVIVE 80ML 6SCH.24TIR,CAJA,100.233000
"20100055237","8404705",DETER. MARSELLA DESTINOS SELVA 2KG 7BOL,NUMERO DE PAQUETES,100.920000
"20100055237","3201024",TROZOS ATUN PRIMOR 140GR 48LTA LAS3,CAJA,234.926000
"20100055237","8408038",DET. TROME FRESCO LIMÓN 130GR 60BOL,NUMERO DE PAQUETES,26.562513
"20100055237","9350361",SUAVI. BOLIV P.LIB.ENJ.LAV 2.8L 6FCO,CAJA,115.364500
"20100055237","5003178",CEREA. ANG. FLAKES 20GR 180BOL,NUMERO DE PAQUETES,91.669000
"20100055237","3300121",CREMA HUANCAINA ALACENA 400GR 12DPK,CAJA,125.345000
"20100055237","8606038",JABON JUMBO LIMON 190GR 40BRR,CAJA,61.460500
"20100055237","9350410",SUA.BOL.FLORAL N 80ML 6SCH.24TIR,CAJA,99.925510
"20100055237","8404709",DET. MARSELLA ALEGRIA TROP. 730GR.15BOL,NUMERO DE PAQUETES,102.516667
"20100055237","3300017",CREMA DE AJI TARI 85GR 24DPK,CAJA,64.361429
"20100055237","8408039",DET. TROME TERNURA FLORAL 130GR 60BOL,NUMERO DE PAQUETES,26.562509
"20100055237","9350362",SUAVI. BOL P.LIB.ENJ.ORQ 80ML 6SCH 24TIR,CAJA,100.530862
"20100055237","5003464",CEREAL ANGEL MELI 130GR30BOL,CAJA,66.919250
"20100055237","3300191",MOSTAZA ALACENA 400G 12 DPK,CAJA,69.230000
"20100055237","9350406",SUA.BOL.FLORAL 800ML.12FCO,CAJA,72.803000
"20100055237","5003199",CEREA. ANG. COPIX CHOCO 18GR 180BOL,CAJA,91.669907
"20100055237","8404712",DETER.MARSELLA LAVANDA ROSAS 320GR.30BOL,NUMERO DE PAQUETES,104.700000
"20100055237","3300075",SALSA. ALACEN MAYONESA 190GR 12DPK,CAJA,63.347614
"20100055237","8408041",DET. TROME FLORAL 1000GR.12UND,NUMERO DE PAQUETES,37.649833
"20100055237","9350382",SUAV. BOLIVAR BEBE 2800ML 6FCO,CAJA,115.362500
"20100055237","5003465",CEREAL ANGEL FRUTT 130GR30BOL,CAJA,67.325600
"20100055237","3501019",UNTAB. MANTY 300GR 12POT,CAJA,51.857500
"20100055237","3103044",ACEIT. COCINERO 900ML 12BOT,CAJA,87.784000
"20100055237","3103046",NUEVO ACEITE COCINERO 900ML 12BOT,CAJA,82.955000
"20100055237","8404714",DET. MARSELLA LAVANDA ROSAS 320GR 30BOL,NUMERO DE PAQUETES,81.747333
"20100055237","3300097",SALSA. ALACEN KETCHUP 380GR 12DPK,CAJA,83.826000
"20100055237","8410170",DETER. SAPOLIO LIMON 750GR 15BOL,NUMERO DE PAQUETES,88.275000
"20100055237","9350416",SUAV. BOLIVAR BEBESYNINOS 2800ML 6FCO NV,CAJA,115.387500
"20100055237","5802219",CAFÉ CAFETAL INST POL 22GR 10UND 8TIR,BOLSA,126.068000
"20100055237","3501023",UNTABLE MANTY ESPARCIBLE 90GR 24POT,CAJA,46.729000
"20100055237","3300076",MAYONESA ALACENA 475GR.12DPK,CAJA,136.145996
"20100055237","3300018",CREMA DE AJI TARI 400GR 12DPK,CAJA,124.895000
"20100055237","8404715",DET. MARSELLA LAVANDA ROSAS 430GR 24BOL,NUMERO DE PAQUETES,79.795000
"20100055237","3300120",CREMA HUANCAINA ALACENA 85GR 24DPK,CAJA,64.360429
"20100055237","8412044",DETER.PATITO BICARB.LIMON 5.5KG.2BOL PE,NUMERO DE PAQUETES,47.304286
"20100055237","8600134",JABON BOLIVAR FLORAL RENAC 190G 48BR,CAJA,108.614892
"20100055237","9350351",SUAV.BOLIVAR GENERACION.BB 800ML.12FCO,CAJA,75.263333
"20100055237","4302177",FID.DON VITTORIO CANU.CH. 250G 20BOL,NUMERO DE PAQUETES,25.328333
"20100055237","3300140",SALSA ROJA DON VITTORIO 200GR.12DPK,CAJA,34.072947
"20100055237","3300074",SALSA. ALACEN MAYONESA 95G 24DPK,CAJA,64.359393
"20100055237","8404719",DET. MARSELLA LAVANDA ROSAS 140GR 60BOL,NUMERO DE PAQUETES,69.347500
"20100055237","3500028",UNTAB. SELLO DE ORO MARGAR. 200GR 18POT,CAJA,77.844083
"20100055237","8412049",DET.PATITO BICARB. BEBE 1600GR.6UND PE,NUMERO DE PAQUETES,41.916667
"20100055237","8600143",JABON BOLIVAR CUIDADO BEBES C/P 190G 48B,CAJA,112.288900
"20100055237","9350359",SUA.BOL.P.LIB.ENJU.LAV 800ML.12FCO,CAJA,72.900000
"20100055237","4302184",FID. DON VITTORIO SPAGHETTI 500G 20BOL,NUMERO DE PAQUETES,48.683500
"20100055237","3300275",SALSA ALACENA MAYONESA SCHT 48UN 50GR,CAJA,73.474231
"20100055237","3300110",UCHUCUTA ALACENA 85GR 24DPK,CAJA,64.360250
"20100055237","8406153",DET. OPAL BLANCOS  2.4KG.6BOL,NUMERO DE PAQUETES,119.680789
"20100055237","4300018",PASTA. ALIANZ SPAGHETTI 450G 20BOL,NUMERO DE PAQUETES,31.881893
"20100055237","8414010",DET.PAT.BEBE 1600GR.6UND PE,NUMERO DE PAQUETES,51.860000
"20100055237","8603029",JABON MARSELLA FLORAL C/P 175G 40BR,CAJA,72.447000
"20100055237","9350363",SUAVI. BOLIV P.LIB.ENJ.ORQ 2.8L 6FCO,CAJA,115.364800
"20100055237","4305071",FID.NICOLINI PLUMILL CAN.CHICO 235G20BOL,NUMERO DE PAQUETES,22.052000
"20100055237","3305361",SALSA ALACEN MAYONESA 850GR 6DPK,CAJA,95.414945
"20100055237","3300141",SALSA ROJA DON VITTORIO 400GR.12DPK,CAJA,55.758455
"20100055237","8406196",DET. OPAL ANTIPERCUDIDO 750GR.15BOL,NUMERO DE PAQUETES,109.901000
"20100055237","4302110",PASTA DON VITTORIO LING.GR.450GR 20BOL,NUMERO DE PAQUETES,48.650000
"20100055237","8414012",DET.PAT.BEBE 640GR.15UND PE,NUMERO DE PAQUETES,50.969000
"20100055237","8700027",QUITA. OPAL LIQ. ROP COL 100ML 6SCT 12TR,CAJA,66.650000
"20100055237","9350373",SUAV. BOL. PLUS LAVANDA 400mL 12DYPK,CAJA,37.784000
"20100055237","4504050",GALLE. RELLENA FRESA 34GR 8PQT 5PCK,CAJA,11.916413
"20100055237","3500012",UNTAB.SELLO DE ORO CC ESPARC. 45GR 24BRR,CAJA,27.096059
"20100055237","3300284",SALSA. ALACEN MAYONES 235GR 12DPK PRECIO,CAJA,68.411247
"20100055237","8412050",DET.PATITO BICARB. BEBE 640GR.15UND PE,NUMERO DE PAQUETES,51.076000
"20100055237","4302111",PASTA DON VITT FETTUCCINI 450GR 20BOL,NUMERO DE PAQUETES,48.646800
"20100055237","8600139",JABON TROME ENCANTO FLORAL 190G 40BRR,CAJA,50.792800
"20100055237","3102103",ACEIT. CAPRI 900ML 12BOT,CAJA,80.942444
"20100055237","9350418",SUAVI. BOL PLUS.ORQ 80ML 6SCH 24TIR NV,CAJA,100.290000
"20100055237","4504051",GALLE. RELLENA VAINILLA 34GR 8PQT 5PCK,CAJA,11.916414
"20100055237","3500017",UNTAB. SELLO DE ORO ESPARC. 400GR 12POT,CAJA,83.010333
"20100055237","4302109",PASTA DON VITT LINGUI 450GR 20BOL,NUMERO DE PAQUETES,48.650000
"20100055237","8414013",DETER.PATITO LIMON 4KG.4BOL PE,NUMERO DE PAQUETES,76.813333
"20100055237","4302113",FID.DON VITTORIO CANU.RAY. 235G 20BOL,NUMERO DE PAQUETES,25.228000
"20100055237","8606039",JABON JUMBO FRESCURA INTENSA 190GR 40BRR,CAJA,61.460231
"20100055237","3112002",ACEIT. TRI-A CO 900ML 12BOT,CAJA,72.160382
"20100055237","9350421",SUA.BOL.PLUS.LAV 800ML.12FCO NV,CAJA,72.906500
"20100055237","4527137",GALLE. VICT VAINILLA DIA 8PQT 5PCK,CAJA,10.954670
"20100055237","4302139",FID.NICOLINI CORBATA GR. 225G 20BOL.,NUMERO DE PAQUETES,23.994000
"20100055237","4302150",FID.NICOLINI CODO RAYADO 225G 20BOL,NUMERO DE PAQUETES,22.436833
"20100055237","8600141",JABON BOLIVAR C. TOTAL LIMÓN 190GR.48BRR,CAJA,108.615500
"20100055237","4302126",FID.ALIANZA CANUTO CHICO 235G 20BOL,NUMERO DE PAQUETES,16.179652
"20100055237","3300087",SALSA ROCOTO ALACENA 85GR 24DPK,CAJA,65.673333
"20100055237","3112005",ACEIT. NORCHEFF CO INV 900ML 12BOT,CAJA,73.156875
"20100055237","3101137",ACEIT. PRIMOR 500ML 24BOT,CAJA,99.454667
"20100055237","4527192",GALLE. SAY ZOOLOGIC 750GR 10PQT,CAJA,77.898000
"20100055237","4302140",LAVAGGI CODO RAYADO 225G 20BOL,NUMERO DE PAQUETES,20.434857
"20100055237","4302181",FID.DON VITTORIO CARA.CH. 250G 20BOL,NUMERO DE PAQUETES,24.931000
"20100055237","8606041",JABON PATITO FLORAL 175G 40BRR,CAJA,45.914286
"20100055237","4302175",FID.DON VITTORIO RIGATONI 250G 20BOL,NUMERO DE PAQUETES,25.326667
"20100055237","3300111",UCHUCUTA ALACENA 400GR 12DPK,CAJA,125.120000
"20100055237","3300096",SALSA. ALACEN KETCHUP 100GR 24DPK,CAJA,59.297000
"20100055237","3201025",FILETE ATUN PRIMOR 140GR 48LTA LAS3,CAJA,247.426857
"20100055237","4527267",GALL VICT TENTA COCO 43GR 6PQT 8PCK,CAJA,36.281500
"20100055237","4302144",FID. LAVAGGI CANUTO RAYADO 235G 20BOL,NUMERO DE PAQUETES,20.434833
"20100055237","4302186",PASTA DON VITTORIO LING.GR.500GR 20BOL,NUMERO DE PAQUETES,48.684000
"20100055237","5802210",CAFÉ CAFETAL INSTANTÁNEO 7GR 16UND 10TIR,NUMERO DE PAQUETES,131.083000
"20100055237","4302187",PASTA DON VITT LINGUI 500GR 20BOL,NUMERO DE PAQUETES,48.683000
"20100055237","4302112",FID.DON VITTORIO COD.RAY 225G 20BOL,NUMERO DE PAQUETES,25.226923
"20100055237","3300161",SALSA. ALACEN MOSTAZA 220GR 12DPK,CAJA,53.618000
"20100055237","3300160",SALSA. ALACEN MOSTAZA 100GR 24DPK,CAJA,60.277500
"20100055237","5003027",CEREA. ANG. FRESIA ALMOHA 110GR 30BOL,CAJA,66.919000
"20100055237","4302152",FID.NICOLINI RIGATONI 235G 20BOL,NUMERO DE PAQUETES,22.051556
"20100055237","4504020",GALL VICT KRAPS 32.5GR 6PQT 8PCK,CAJA,26.177333
"20100055237","5205070",REF.UMSHA FRESA 13G.12UND.08DSP,NUMERO DE PAQUETES,65.608986
"20100055237","4400108",CARAM. SAY CHICHA MOR 1CJA 20BOL,CAJA,82.830000
"20100055237","4302145",FID. LAVAGGI CANUTO CHICO 235G 20BOL,NUMERO DE PAQUETES,20.435000
"20100055237","4302125",FID.ALIANZA CODO RAYADO 225G 20BOL,NUMERO DE PAQUETES,16.179667
"20100055237","3501009",UNTAB. MANTY ESPARC. 45GR 24BRR,CAJA,24.546615
"20100055237","5003468",CEREAL ANGEL CHOCK 130GR30BOL,CAJA,66.919182
"20100055237","4302173",FID.DON VITTORIO CANU.RAY. 250G 20BOL,NUMERO DE PAQUETES,25.328333
"20100055237","4504124",GALL. DIA SODA 26GR 10PQT 4PCK ALM.,CAJA,12.746250
"20100055237","9350357",SUAVI. BOL P.LIB.ENJ.LAV 80ML 6SCH 24TIR,CAJA,100.577063
"20100055237","4508023",GALL CASINO VAINILLA 43GR 6PQT 8PCK,CAJA,32.492500
"20100055237","4302156",FID.DV MARCADO PRECIO SPAGHETTI 450G20BO,NUMERO DE PAQUETES,52.571000
"20100055237","4302142",FID. LAVAGGI ARITO 235G 20BOL,NUMERO DE PAQUETES,20.434000
"20100055237","4300019",PASTA ALIANZA TALLARIN 450G 20BOL,NUMERO DE PAQUETES,31.881957
"20100055237","5101847",GELATINA UMSHA NARANJA 120G 12UND 1PQT,NUMERO DE PAQUETES,28.818000
"20100055237","4304076",PASTA LAVAG TALLAR 450GR 20BOL,NUMERO DE PAQUETES,40.769359
"20100055237","4508500",GALL GLACITAS FRESA 32GR 6PQT 8PCK,CAJA,32.304000
"20100055237","18110",HARIN. BLANC FLOR PREP. 1K 12BOL,NUMERO DE PAQUETES,70.496600
"20100055237","4508106",GALL CASINO TURRÓN 43GR 6PQT 8PCK,CAJA,32.492000
"20100055237","4302174",FID.DON VITTORIO COD.RAY 250 G 20BOL,NUMERO DE PAQUETES,25.328333
"20100055237","4302146",FID.NICOLINI CAN RAY/MACARRON 235G 20BOL,NUMERO DE PAQUETES,22.051550
"20100055237","4302119",FID.DON VITTORIO CARA.CH. 235G 20BOL,NUMERO DE PAQUETES,26.253333
"20100055237","5101848",GELATINA UMSHA PIÑA 120G 12UND 1PQT,NUMERO DE PAQUETES,28.818500
"20100055237","4400117",CARAMELO SAYON BAMBI 110UND 20BOL,CAJA,83.600222
"20100055237","4509027",GALL CASINO MENTA TORRE 129GR 30PQT,CAJA,60.258000
"20100055237","3101031",ACEIT. PRIMOR PREMIUM 900ML 12BOT,CAJA,96.475350
"20100055237","4508208",GALLE. VICT MARQUES COCO 6PQT 8PCK,CAJA,37.544000
"20100055237","4400020",CARAM. SAY SURTIDO 1CJA 20BOL,CAJA,89.096000
"20100055237","4302159",FID.SPAGHETTI PVP DON VITTORIO 450G2OBOL,NUMERO DE PAQUETES,48.645000
"20100055237","4302124",FID.ALIANZA TORNILLO 225G 20BOL,NUMERO DE PAQUETES,16.180000
"20100055237","5101850",MAZAMORRA MORADA UMSHA 125G 24UND 1.25L.,NUMERO DE PAQUETES,57.293333
"20100055237","4508501",GALLE. VICT GLACIT TOFF 32G 6PQT 8PCK,CAJA,32.410000
"20100055237","4509028",GALL CASINO CHOCOLATE TORRE 129GR 30PQT,CAJA,54.044000
"20100055237","3112003",ACEIT. NORCHEFF CO 900ML 12BOT,CAJA,73.156893
"20100055237","4508309",GALL CHOMP NARANJA 38GR 6PQT 8PCK,CAJA,36.281429
"20100055237","4400118",CARAM SAY OJO LOCO 330GR 20BOL,CAJA,67.960000
"20100055237","4302176",FID.DON VITTORIO TORNILLO 250G 20BOL,NUMERO DE PAQUETES,25.328000
"20100055237","4302133",FID. LAVAGGI TORNILLO 225G 20BOL,NUMERO DE PAQUETES,20.434000
"20100055237","5205075",REF.UMSHA NARANJA 13G.12UND.08DSP,NUMERO DE PAQUETES,65.609000
"20100055237","4509030",GALLE. VICT GLACIT TOFF 30G 6PQT 8PCK,CAJA,32.305000
"20100055237","4527266",GALL VICT TENTA VAINILLA 43GR 6PQT 8PCK,CAJA,36.281500
"20100055237","3500025",UNTAB.SELLO DE ORO CC ESPARC. 90GR 20BRR,CAJA,43.400500
"20100055237","4509029",GALL GLACITAS FRESA 30GR 6PQT 8PCK,CAJA,32.303500
"20100055237","4504053",GALLE. RELLENA CHOCO 34GR 8PQT 5PCK,CAJA,11.916416
"20100055237","4302182",FID.DON VITTORIO MUNICIÓN 250G 20BOL,NUMERO DE PAQUETES,24.831579
"20100055237","4302148",FID. NICOLINI LETRAS NUMEROS 235G 20BOL,NUMERO DE PAQUETES,22.051000
"20100055237","4527269",GALL SAY MARGARITA 43GR 6PQT 8PCK,CAJA,33.870000
"20100055237","4527277",GALL VIC TENTACION CHOCOLATE 20PQT 123GR,CAJA,36.028667
"20100055237","4304015",PASTA. LAVAG CAB.ANGE 250GR 40BOL,NUMERO DE PAQUETES,40.878233
"20100055237","3201023",SOLIDO ATUN PRIMOR 140GR 48LTA LAS3,CAJA,244.750000
"20100055237","5101015",VAINILLA UMSHA  90ML.12BOT.12DSP,CAJA,171.717500
"20100055237","4508026",GALL CASINO FRESA 43GR 6PQT 8PCK,CAJA,32.492200
"20100055237","4304074",PASTA. LAVAG SPAG 450GR 20BOL,NUMERO DE PAQUETES,40.769411
"20100055237","4302188",PASTA. DON VITT FETTUCCINI 500GR 20BOL,NUMERO DE PAQUETES,48.683500
"20100055237","5205071",REF.UMSHA CHICHA MORADA 13G.12UND.08DSP,NUMERO DE PAQUETES,65.609101
"20100055237","4527278",GALL VICT CHOCOBUM 33GR 6PQT 8PCK,CAJA,36.739000
"20100055237","4504123",GALL. DIA SODA 26GR 10PQT 10PCK ALM.,CAJA,26.864668
"20100055237","4300004",PASTA. ALIANZ CAB.DE.ANG 250GR 40BOL,NUMERO DE PAQUETES,31.893042
"20100055237","5205072",REF.UMSHA PIÑA 13G.12UND.08DSP,NUMERO DE PAQUETES,65.609333
"20100055237","4508206",GALLE. VICT MARQUES VAINIL 6PQT 8PCK,CAJA,37.544000
"20100055237","4508025",GALL CASINO CHOCO 43GR 6PQT 8PCK,CAJA,32.492167
"20100055237","4305083",PASTA. NICOLINI CAN RAY/MACAR 250G 20BOL,NUMERO DE PAQUETES,20.783900
"20100055237","5205074",REF.UMSHA MARACUYÁ 13G.12UND.08DSP,NUMERO DE PAQUETES,65.609000
"20100055237","5003029",CEREA. ANG. TITO ALMOHA 110GR 30BOL,NUMERO DE PAQUETES,66.919000
"20100055237","4508503",GALL GLACITAS CHOCO 32GR 6PQT 8PCK,CAJA,32.406667
"20100055237","4302043",NU.FID.DON VITTORIO CAB.ANG.250GR 40BOL,NUMERO DE PAQUETES,50.547077
"20100055237","5003463",CEREAL ANGEL ZUCK 130GR30BOL.,CAJA,66.919348
"20100055237","4508270",GALLE. VICT SODA V ORIG 6PQT 36PCK,CAJA,96.579500
"20100055237","4509031",GALL GLACITAS CHOCO 30GR 6PQT 8PCK,CAJA,32.310000
"20100055237","4508024",GALL CASINO MENTA 43GR 6PQT 8PCK,CAJA,32.492278
"20100055237","6701043",HARIN. BLANC FLOR PREP. PVP 1K 12BOL,NUMERO DE PAQUETES,69.704000
"20100055237","5101846",GELATINA UMSHA FRESA 120G 24UND 1PQT.,NUMERO DE PAQUETES,57.637111
"20100055237","4527211",GALL DIA KRAPS 73GR 36PQT,CAJA,28.580000
"20100055237","4302105",FID. DON VITTORIO SPAGHETTI 450G 20BOL,NUMERO DE PAQUETES,48.915000
"20100055237","6714003",HARINA NICOLINI S/PREP 180G 18BOL,NUMERO DE PAQUETES,15.475000
"20100055237","4527265",GALL VICT TENTA NARANJA 43GR 6PQT 8PCK,CAJA,36.281489
"20100055237","4527235",GALL SODAV ORIG 35GR 6PQT 16PCK,CAJA,42.924250
"20100055237","4508029",GALLE. VICT CASIN ALFAJ 6PQT 8PCK,CAJA,32.492000
"20100055237","4527270",GALL SAY MARGARITA 20PQT 124GR,CAJA,32.911750
"20100055237","4527274",GALL CASINO PIE DE LIMON 43GR 6PQT 8PCK,CAJA,32.004000
"20100055237","5003166",CEREA. ANG. CHOCK 20GR 180BOL,CAJA,91.670000
"20100055237","4302117",FID.DON VITTORIO MUNICION 235G 20BOL,NUMERO DE PAQUETES,25.227000
"20100055237","5003462",CEREAL ANGEL FLAKES 130GR30BOL,CAJA,66.919250
